0.1,15,20,0.6411
0.1,15,21,0.6458
0.1,15,22,0.649
0.1,15,23,0.6532
0.1,15,24,0.6592
0.1,15,25,0.6605
0.1,15,26,0.6579
0.1,15,27,0.6624
0.1,15,28,0.6622
0.1,15,29,0.6635
0.1,15,30,0.662
0.1,15,31,0.6639
0.1,15,32,0.6639
0.1,15,33,0.6636
0.1,15,34,0.6652
0.1,15,35,0.6662
0.1,15,36,0.6661
0.1,15,37,0.6669
0.1,15,38,0.6663
0.1,15,39,0.6668
0.1,16,22,0.6495
0.1,16,23,0.6506
0.1,16,24,0.6519
0.1,16,25,0.6544
0.1,16,26,0.656
0.1,16,27,0.655
0.1,16,28,0.6578
0.1,16,29,0.6584
0.1,16,30,0.6593
0.1,16,31,0.6591
0.1,16,32,0.6608
0.1,16,33,0.6605
0.1,16,34,0.6633
0.1,16,35,0.6634
0.1,16,36,0.6644
0.1,16,37,0.6676
0.1,16,38,0.6675
0.1,16,39,0.6663
0.1,16,40,0.6649
0.1,16,41,0.6636
0.1,17,24,0.6487
0.1,17,25,0.6488
0.1,17,26,0.6504
0.1,17,27,0.655
0.1,17,28,0.6563
0.1,17,29,0.6565
0.1,17,30,0.6561
0.1,17,31,0.6563
0.1,17,32,0.6598
0.1,17,33,0.6574
0.1,17,34,0.6596
0.1,17,35,0.6615
0.1,17,36,0.6618
0.1,17,37,0.6633
0.1,17,38,0.665
0.1,17,39,0.6646
0.1,17,40,0.6645
0.1,17,41,0.6647
0.1,17,42,0.6646
0.1,17,43,0.6641
0.1,18,26,0.652
0.1,18,27,0.6569
0.1,18,28,0.6576
0.1,18,29,0.6607
0.1,18,30,0.6623
0.1,18,31,0.6637
0.1,18,32,0.6636
0.1,18,33,0.6645
0.1,18,34,0.6623
0.1,18,35,0.662
0.1,18,36,0.6619
0.1,18,37,0.6644
0.1,18,38,0.6635
0.1,18,39,0.6639
0.1,18,40,0.6646
0.1,18,41,0.6651
0.1,18,42,0.6657
0.1,18,43,0.6683
0.1,18,44,0.6694
0.1,18,45,0.6695
0.1,19,28,0.6565
0.1,19,29,0.6586
0.1,19,30,0.6599
0.1,19,31,0.6653
0.1,19,32,0.6664
0.1,19,33,0.6639
0.1,19,34,0.6621
0.1,19,35,0.6601
0.1,19,36,0.6596
0.1,19,37,0.6556
0.1,19,38,0.6558
0.1,19,39,0.6572
0.1,19,40,0.6549
0.1,19,41,0.6602
0.1,19,42,0.6611
0.1,19,43,0.6598
0.1,19,44,0.6642
0.1,19,45,0.6624
0.1,19,46,0.6643
0.1,19,47,0.6663
0.1,20,30,0.658
0.1,20,31,0.6608
0.1,20,32,0.6639
0.1,20,33,0.6644
0.1,20,34,0.6653
0.1,20,35,0.666
0.1,20,36,0.665
0.1,20,37,0.6647
0.1,20,38,0.664
0.1,20,39,0.6622
0.1,20,40,0.6617
0.1,20,41,0.6609
0.1,20,42,0.6609
0.1,20,43,0.6625
0.1,20,44,0.664
0.1,20,45,0.6632
0.1,20,46,0.6633
0.1,20,47,0.6619
0.1,20,48,0.663
0.1,20,49,0.6641
0.1,21,32,0.6626
0.1,21,33,0.6599
0.1,21,34,0.6607
0.1,21,35,0.6619
0.1,21,36,0.6648
0.1,21,37,0.6649
0.1,21,38,0.6635
0.1,21,39,0.6634
0.1,21,40,0.6638
0.1,21,41,0.6625
0.1,21,42,0.6632
0.1,21,43,0.6631
0.1,21,44,0.6625
0.1,21,45,0.6619
0.1,21,46,0.6606
0.1,21,47,0.6609
0.1,21,48,0.6629
0.1,21,49,0.6634
0.1,21,50,0.6628
0.1,21,51,0.6632
0.1,22,34,0.6554
0.1,22,35,0.6543
0.1,22,36,0.6548
0.1,22,37,0.6531
0.1,22,38,0.6535
0.1,22,39,0.6547
0.1,22,40,0.6558
0.1,22,41,0.6578
0.1,22,42,0.6565
0.1,22,43,0.6561
0.1,22,44,0.6558
0.1,22,45,0.6571
0.1,22,46,0.6567
0.1,22,47,0.6558
0.1,22,48,0.6559
0.1,22,49,0.6552
0.1,22,50,0.656
0.1,22,51,0.6559
0.1,22,52,0.655
0.1,22,53,0.6574
0.1,23,36,0.6534
0.1,23,37,0.6511
0.1,23,38,0.6533
0.1,23,39,0.6534
0.1,23,40,0.6533
0.1,23,41,0.6541
0.1,23,42,0.6568
0.1,23,43,0.6571
0.1,23,44,0.6594
0.1,23,45,0.6563
0.1,23,46,0.6575
0.1,23,47,0.6582
0.1,23,48,0.6569
0.1,23,49,0.6568
0.1,23,50,0.657
0.1,23,51,0.6579
0.1,23,52,0.6561
0.1,23,53,0.6564
0.1,23,54,0.6565
0.1,23,55,0.6549
0.1,24,38,0.6561
0.1,24,39,0.6558
0.1,24,40,0.6575
0.1,24,41,0.6581
0.1,24,42,0.6598
